auc,auc_normalization_denominator,auc_normalized,baf,critical,fire_duration,initial_tree_cells,max_spread_rate,param_conifer_ratio,param_f,param_height,param_humidity,param_init_tree_density,param_lightning_enabled,param_rain_enabled,param_rain_intensity,param_temperature_c,param_width,param_wind_dir,param_wind_enabled,param_wind_strength,peak_fire_fraction,peak_fire_size,run_id,scenario,seed,steps_total,steps_total_or_fire_horizon,time_to_extinguish,time_to_peak,truncated_by_max_steps
5,60192,8.30675172780436e-05,0.00019936204146730463,False,3,10032,1,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.00019936204146730463,2,anchor_mid_windy_rain-0022,anchor_mid_windy_rain,1511897336,6,6,6,4,False
5563,1387728,0.004008710640701924,0.20107398568019094,False,137,10056,15,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.01024264120922832,103,anchor_mid_windy_rain-0023,anchor_mid_windy_rain,434572016,138,138,138,51,False
0,5039500,0.0,0.0,False,0,10079,0,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.0,0,anchor_mid_windy_rain-0024,anchor_mid_windy_rain,1549659415,500,500,500,0,False
5084,1241931,0.004093625169192169,0.18292562147172428,False,122,10097,23,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.011587600277310092,117,anchor_mid_windy_rain-0025,anchor_mid_windy_rain,657036846,123,123,123,74,False
8323,1254136,0.006636441342884663,0.3004745896776745,False,123,10114,31,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.014138817480719794,143,anchor_mid_windy_rain-0026,anchor_mid_windy_rain,1736585729,124,124,124,58,False
1121,2103120,0.0005330176119289437,0.040354330708661415,False,86,10160,8,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.003248031496062992,33,anchor_mid_windy_rain-0027,anchor_mid_windy_rain,1243864551,207,207,207,148,False
13831,2524250,0.005479251262751312,0.49767257601267706,False,249,10097,21,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.011983757551748044,121,anchor_mid_windy_rain-0028,anchor_mid_windy_rain,1174474423,250,250,250,135,False
8740,2354232,0.003712463342610244,0.3141330166270784,False,232,10104,12,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.0086104513064133,87,anchor_mid_windy_rain-0029,anchor_mid_windy_rain,379616660,233,233,233,57,False
19436,4167720,0.004663461077039724,0.6887909936368086,False,327,10215,21,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.012041116005873716,123,anchor_mid_windy_rain-0030,anchor_mid_windy_rain,994727115,408,408,408,202,False
12219,4487825,0.0027226997487647133,0.439067922657412,False,162,10085,18,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.02032721864154685,205,anchor_mid_windy_rain-0031,anchor_mid_windy_rain,1839565166,445,445,445,392,False
4514,1904816,0.002369782698171372,0.1629490722463482,False,109,10132,14,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.009277536517962889,94,anchor_mid_windy_rain-0032,anchor_mid_windy_rain,41927453,188,188,188,142,False
4279,1363095,0.0031391795876296222,0.1539071011191443,False,134,10097,13,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.00683371298405467,69,anchor_mid_windy_rain-0033,anchor_mid_windy_rain,1628908286,135,135,135,74,False
626,2829120,0.00022127021830109717,0.02246634996041172,False,45,10104,6,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.0033650039588281866,34,anchor_mid_windy_rain-0034,anchor_mid_windy_rain,1058199178,280,280,280,255,False
9034,1684529,0.005362923404702442,0.32308912461584216,False,166,10087,14,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.01100426291265986,111,anchor_mid_windy_rain-0035,anchor_mid_windy_rain,1545034932,167,167,167,60,False
8074,1817100,0.004443343789554785,0.28964834076275386,False,179,10095,23,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.013769192669638435,139,anchor_mid_windy_rain-0036,anchor_mid_windy_rain,1424421635,180,180,180,85,False
3,2563396,1.1703224940664649e-06,9.869719699960521e-05,False,3,10132,1,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,9.869719699960521e-05,1,anchor_mid_windy_rain-0037,anchor_mid_windy_rain,927912736,253,253,253,250,False
6526,1848574,0.003530288752303127,0.23294279807029636,False,157,10157,15,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.011125332283154475,113,anchor_mid_windy_rain-0038,anchor_mid_windy_rain,662857765,182,182,182,110,False
3861,5066000,0.0007621397552309515,0.136498223450454,False,157,10132,11,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.007599684168969601,77,anchor_mid_windy_rain-0039,anchor_mid_windy_rain,1347135476,500,500,500,400,True
9316,1325528,0.007028142747644712,0.3431055398301658,False,133,9892,16,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.014658309745248685,145,anchor_mid_windy_rain-0040,anchor_mid_windy_rain,301129327,134,134,134,103,False
10091,4684477,0.002154135883258686,0.36486890639019043,False,197,10031,23,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.011863224005582694,119,anchor_mid_windy_rain-0041,anchor_mid_windy_rain,1254340836,467,467,467,356,False
4961,1079737,0.004594637397810763,0.1778812803488257,False,106,10091,17,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.01228817758398573,124,anchor_mid_windy_rain-0042,anchor_mid_windy_rain,203355303,107,107,107,75,False
9,3465870,2.5967505994165965e-06,0.00029862631893290864,False,5,10046,1,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.00029862631893290864,3,anchor_mid_windy_rain-0043,anchor_mid_windy_rain,1395534949,345,345,345,342,False
11016,1766796,0.006235015247940339,0.39383494189481977,False,173,10154,24,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.017333070711049833,176,anchor_mid_windy_rain-0044,anchor_mid_windy_rain,1350220221,174,174,174,83,False
3690,1352610,0.002728059085767516,0.13225172074729596,False,132,10170,17,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.009537856440511307,97,anchor_mid_windy_rain-0045,anchor_mid_windy_rain,181342798,133,133,133,85,False
16522,5072000,0.003257492113564669,0.5903982649842271,False,205,10144,26,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.020011829652996846,203,anchor_mid_windy_rain-0046,anchor_mid_windy_rain,1626692868,500,500,500,422,True
1,20174,4.95687518588282e-05,9.91375037176564e-05,False,1,10087,1,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,9.91375037176564e-05,1,anchor_mid_windy_rain-0047,anchor_mid_windy_rain,892939596,2,2,2,1,False
248,3295860,7.524591457161408e-05,0.008704253214638972,False,27,10110,6,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.001582591493570722,16,anchor_mid_windy_rain-0048,anchor_mid_windy_rain,1689825800,326,326,326,304,False
4400,1035253,0.004250168799317655,0.15898915530792956,False,102,10051,19,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.01333200676549597,134,anchor_mid_windy_rain-0049,anchor_mid_windy_rain,89365757,103,103,103,73,False
6148,1319563,0.00465911820807343,0.22178099870942122,False,130,10073,15,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.011515933684106026,116,anchor_mid_windy_rain-0050,anchor_mid_windy_rain,385379895,131,131,131,43,False
2,30195,6.62361318099023e-05,9.935419771485345e-05,False,2,10065,1,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,9.935419771485345e-05,1,anchor_mid_windy_rain-0051,anchor_mid_windy_rain,1060837206,3,3,3,1,False
8524,1150146,0.0074112330086788985,0.3080582812964615,False,113,10089,25,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.013975617008623252,141,anchor_mid_windy_rain-0052,anchor_mid_windy_rain,404210478,114,114,114,58,False
6798,1513200,0.004492466296590008,0.2433584456780333,False,149,10088,16,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.011697065820777161,118,anchor_mid_windy_rain-0053,anchor_mid_windy_rain,708371559,150,150,150,66,False
6764,1612160,0.004195613338626439,0.24513695911075822,False,159,10076,15,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.010817784835252085,109,anchor_mid_windy_rain-0054,anchor_mid_windy_rain,1418625643,160,160,160,82,False
1073,1452528,0.0007387120936739257,0.03816793893129771,False,84,10087,10,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.003965500148706256,40,anchor_mid_windy_rain-0055,anchor_mid_windy_rain,310363331,144,144,144,115,False
3015,925060,0.0032592480487752145,0.10830432620586773,False,91,10055,14,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.0069617105917454,70,anchor_mid_windy_rain-0056,anchor_mid_windy_rain,1455355983,92,92,92,55,False
6721,3780179,0.001777958133728588,0.24334297397028024,False,140,10027,15,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.01017253415777401,102,anchor_mid_windy_rain-0057,anchor_mid_windy_rain,222056181,377,377,377,322,False
294,514182,0.0005717819760318331,0.010414600277722674,False,24,10082,5,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.002876413410037691,29,anchor_mid_windy_rain-0058,anchor_mid_windy_rain,376207307,51,51,51,37,False
6333,1552528,0.004079153483866314,0.22439788525553162,False,151,10214,15,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.012629723908361073,129,anchor_mid_windy_rain-0059,anchor_mid_windy_rain,1261957108,152,152,152,108,False
8899,2747398,0.003239064744168846,0.31939238508581574,False,167,10138,23,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.012033931741960938,122,anchor_mid_windy_rain-0060,anchor_mid_windy_rain,1703992270,271,271,271,243,False
1806,4535798,0.00039816587952108977,0.06503662641061177,False,90,10102,12,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.004058602256978816,41,anchor_mid_windy_rain-0061,anchor_mid_windy_rain,366345609,449,449,449,416,False
2,30504,6.556517178075007e-05,9.83477576711251e-05,False,2,10168,1,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,9.83477576711251e-05,1,anchor_mid_windy_rain-0062,anchor_mid_windy_rain,644229612,3,3,3,1,False
1427,5024000,0.00028403662420382165,0.04956210191082803,False,75,10048,9,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.004478503184713376,45,anchor_mid_windy_rain-0063,anchor_mid_windy_rain,1986680325,500,500,500,446,True
4646,1166264,0.003983660646303067,0.168191764471852,False,115,10054,19,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.008951661030435647,90,anchor_mid_windy_rain-0064,anchor_mid_windy_rain,2125329542,116,116,116,84,False
5411,1133216,0.004774906107926468,0.19539434670883574,False,111,10118,17,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.011464716347104172,116,anchor_mid_windy_rain-0065,anchor_mid_windy_rain,1247819294,112,112,112,70,False
5949,1398201,0.004254753071983213,0.21393776717367533,False,138,10059,17,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.0096431056765086,97,anchor_mid_windy_rain-0066,anchor_mid_windy_rain,960007120,139,139,139,51,False
5892,1228893,0.004794559005544014,0.2142928635772195,False,122,9991,20,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.014613151836652988,146,anchor_mid_windy_rain-0067,anchor_mid_windy_rain,744897232,123,123,123,80,False
9332,1228174,0.007598271906097996,0.33793582993940596,False,121,10067,33,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.020065560743021755,202,anchor_mid_windy_rain-0068,anchor_mid_windy_rain,1315230481,122,122,122,66,False
3,3936856,7.620293960459819e-07,9.957184108334163e-05,False,3,10043,1,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,9.957184108334163e-05,1,anchor_mid_windy_rain-0069,anchor_mid_windy_rain,1268981354,392,392,392,389,False
3981,1047384,0.003800898237895557,0.14377916790785422,False,103,10071,17,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.009433025518816404,95,anchor_mid_windy_rain-0070,anchor_mid_windy_rain,632977320,104,104,104,73,False
5215,1192856,0.004371860476033989,0.1901436552274541,False,118,10024,13,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.008479648842777335,85,anchor_mid_windy_rain-0071,anchor_mid_windy_rain,48970939,119,119,119,72,False
0,5047000,0.0,0.0,False,0,10094,0,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.0,0,anchor_mid_windy_rain-0072,anchor_mid_windy_rain,325340136,500,500,500,0,False
4505,3358971,0.0013411845472914175,0.16268464360067414,False,99,10087,12,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.008426687816000793,85,anchor_mid_windy_rain-0073,anchor_mid_windy_rain,2058490235,333,333,333,287,False
13631,5032500,0.0027085941381023346,0.4930948832588177,False,246,10065,16,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.012121212121212121,122,anchor_mid_windy_rain-0074,anchor_mid_windy_rain,897980837,500,500,500,449,True
17755,2566065,0.006919154425160703,0.6393719566729603,False,254,10063,27,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.018881049388850244,190,anchor_mid_windy_rain-0075,anchor_mid_windy_rain,1035738743,255,255,255,112,False
3,1733416,1.7306866903270767e-06,9.922603691208574e-05,False,3,10078,1,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,9.922603691208574e-05,1,anchor_mid_windy_rain-0076,anchor_mid_windy_rain,1003105830,172,172,172,169,False
11286,1465149,0.007702970824127785,0.4109561553125314,False,146,9967,29,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.018661583224641315,186,anchor_mid_windy_rain-0077,anchor_mid_windy_rain,1680911100,147,147,147,84,False
9806,4132536,0.002372877090483906,0.3509501187648456,False,196,10104,17,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.011876484560570071,120,anchor_mid_windy_rain-0078,anchor_mid_windy_rain,139493163,409,409,409,336,False
5558,1189676,0.00467186023757729,0.20015869867089864,False,117,10082,18,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.011803213648085698,119,anchor_mid_windy_rain-0079,anchor_mid_windy_rain,177661321,118,118,118,64,False
6596,1532616,0.004303752538143931,0.237230982842408,False,151,10083,16,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.009719329564613707,98,anchor_mid_windy_rain-0080,anchor_mid_windy_rain,592377449,152,152,152,59,False
15987,3130939,0.005106135890862134,0.5801259622113366,False,222,10003,20,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.018094571628511448,181,anchor_mid_windy_rain-0081,anchor_mid_windy_rain,1045090807,313,313,313,226,False
1250,2155160,0.0005800033408192431,0.04559058260175579,False,73,10024,11,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.0039904229848363925,40,anchor_mid_windy_rain-0082,anchor_mid_windy_rain,1441227900,215,215,215,162,False
58,5069500,1.144097050991222e-05,0.0016766939540388598,False,14,10139,2,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.0006904033928395306,7,anchor_mid_windy_rain-0083,anchor_mid_windy_rain,1053785245,500,500,500,500,True
3852,1113330,0.003459890598474846,0.13958125623130607,False,110,10030,17,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.006979062811565304,70,anchor_mid_windy_rain-0084,anchor_mid_windy_rain,947401231,111,111,111,59,False
8964,1623041,0.005522965840049635,0.3235790100188473,False,160,10081,15,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.012994742585061007,131,anchor_mid_windy_rain-0085,anchor_mid_windy_rain,2013966975,161,161,161,64,False
613,4147560,0.00014779774132260895,0.022143139580862,False,66,10116,9,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.0020759193357058124,21,anchor_mid_windy_rain-0086,anchor_mid_windy_rain,345785549,410,410,410,360,False
21,262938,7.986673664514068e-05,0.0007910610105804411,False,5,10113,3,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.0006921783842578859,7,anchor_mid_windy_rain-0087,anchor_mid_windy_rain,1227776642,26,26,26,23,False
8545,1367208,0.006249963429119783,0.309459862727544,False,135,10053,23,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.017507211777578833,176,anchor_mid_windy_rain-0088,anchor_mid_windy_rain,1164461559,136,136,136,63,False
6279,1429881,0.004391274518648755,0.2247312888275318,False,140,10141,16,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.010156789271275023,103,anchor_mid_windy_rain-0089,anchor_mid_windy_rain,1016810745,141,141,141,65,False
5491,1278763,0.004293993492148271,0.19882808620518422,False,126,10069,15,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.012315026318403019,124,anchor_mid_windy_rain-0090,anchor_mid_windy_rain,1734302300,127,127,127,78,False
9122,1769152,0.005156142603914192,0.3289892558694787,False,175,10052,16,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.013927576601671309,140,anchor_mid_windy_rain-0091,anchor_mid_windy_rain,573325870,176,176,176,83,False
6110,1172296,0.005211994240362503,0.21986938452404511,False,115,10106,20,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.010884622996239858,110,anchor_mid_windy_rain-0092,anchor_mid_windy_rain,2048211625,116,116,116,67,False
6223,1497152,0.004156558585901766,0.22372611464968153,False,148,10048,15,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.010250796178343949,103,anchor_mid_windy_rain-0093,anchor_mid_windy_rain,712038999,149,149,149,74,False
26,120900,0.00021505376344086021,0.0009925558312655087,False,11,10075,3,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.0002977667493796526,3,anchor_mid_windy_rain-0094,anchor_mid_windy_rain,1170388210,12,12,12,1,False
9776,1924209,0.005080529194074032,0.34908162263038994,False,188,10181,21,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.01532265985659562,156,anchor_mid_windy_rain-0095,anchor_mid_windy_rain,1118135469,189,189,189,75,False
4596,1164375,0.003947181964573269,0.16464197530864197,False,114,10125,16,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.011950617283950617,121,anchor_mid_windy_rain-0096,anchor_mid_windy_rain,1824884134,115,115,115,85,False
1752,1107590,0.0015818127646511795,0.06316416724600259,False,109,10069,11,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.004866421690336677,49,anchor_mid_windy_rain-0097,anchor_mid_windy_rain,942555183,110,110,110,47,False
5917,1162305,0.005090746404773274,0.21361432670426436,False,114,10107,23,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.014643316513307608,148,anchor_mid_windy_rain-0098,anchor_mid_windy_rain,611085711,115,115,115,72,False
8518,1382535,0.006161146010770071,0.30094717312762426,False,134,10241,18,0.5,0.01,120,0.35,0.7,True,True,0.35,24.0,120,E,True,0.75,0.012401132701884582,127,anchor_mid_windy_rain-0099,anchor_mid_windy_rain,46411587,135,135,135,46,False
25522,2463534,0.010359913847342882,0.9162556717301242,True,242,10138,33,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.031071217202604064,315,transition_low_humidity-0000,transition_low_humidity,780993102,243,243,243,61,False
20772,1782880,0.011650812169074756,0.745014807502468,False,175,10130,24,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.03297137216189536,334,transition_low_humidity-0001,transition_low_humidity,1774448394,176,176,176,70,False
25981,2405228,0.010801886557116414,0.9334058974866416,True,144,10106,30,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.044626954284583416,451,transition_low_humidity-0002,transition_low_humidity,21294869,238,238,238,178,False
24497,1959594,0.01250105889281147,0.8795168795168795,True,193,10101,29,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0297000297000297,300,transition_low_humidity-0003,transition_low_humidity,1924490602,194,194,194,65,False
24831,1888272,0.013150118203309693,0.8892828999211978,True,185,10152,36,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.03309692671394799,336,transition_low_humidity-0004,transition_low_humidity,1165712301,186,186,186,67,False
21333,1815840,0.01174828178694158,0.7711141950832673,False,179,10088,39,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.035388580491673274,357,transition_low_humidity-0005,transition_low_humidity,301182624,180,180,180,71,False
25920,2909319,0.008909301455082787,0.9301568511393904,True,286,10137,56,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.04340534674953142,440,transition_low_humidity-0006,transition_low_humidity,648925167,287,287,287,62,False
25924,2087595,0.012418117498844364,0.9356470004957859,True,194,10085,26,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.027863163113534952,281,transition_low_humidity-0007,transition_low_humidity,1189783557,207,207,207,97,False
25339,2539656,0.009977335513156112,0.9101012105576504,True,251,10078,25,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.024012700932724746,242,transition_low_humidity-0008,transition_low_humidity,677943770,252,252,252,63,False
25849,3362634,0.007687128602161282,0.9308774014656368,True,332,10098,30,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.034165181224004755,345,transition_low_humidity-0009,transition_low_humidity,233164628,333,333,333,75,False
18182,5030000,0.0036147117296222663,0.6519880715705766,False,144,10060,21,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.030815109343936383,310,transition_low_humidity-0010,transition_low_humidity,1430200236,500,500,500,432,True
25903,1837320,0.014098251801537022,0.9367529880478087,True,182,10040,33,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.035856573705179286,360,transition_low_humidity-0011,transition_low_humidity,1443624606,183,183,183,72,False
25905,2029296,0.012765510797833337,0.9316561014263075,True,200,10096,33,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.03238906497622821,327,transition_low_humidity-0012,transition_low_humidity,255280512,201,201,201,70,False
17101,1891318,0.009041842778422243,0.6151868696855843,False,186,10114,34,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.030156219102234528,305,transition_low_humidity-0013,transition_low_humidity,603944951,187,187,187,67,False
24973,1862765,0.013406414657780235,0.9011818452676532,True,184,10069,30,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.03694507895520906,372,transition_low_humidity-0014,transition_low_humidity,523713818,185,185,185,75,False
25645,2033718,0.012609909535146957,0.9209329907096264,True,200,10118,40,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.03607432298873295,365,transition_low_humidity-0015,transition_low_humidity,1416099324,201,201,201,62,False
25440,2734119,0.009304642555792195,0.9169392407572604,True,270,10089,29,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.02408563782337199,243,transition_low_humidity-0016,transition_low_humidity,1568297830,271,271,271,88,False
2,30339,6.592175088170342e-05,9.888262632255513e-05,False,2,10113,1,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,9.888262632255513e-05,1,transition_low_humidity-0017,transition_low_humidity,1561209045,3,3,3,1,False
5,40416,0.00012371338083927156,0.0001979414093428345,False,3,10104,2,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0001979414093428345,2,transition_low_humidity-0018,transition_low_humidity,2015974417,4,4,4,1,False
25020,3166308,0.007901947631121167,0.8989719256623171,True,193,10116,27,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.024120205614867538,244,transition_low_humidity-0019,transition_low_humidity,1650657918,313,313,313,212,False
25367,2450008,0.010353843742551045,0.9116949822204662,True,241,10124,45,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.03812722244172264,386,transition_low_humidity-0020,transition_low_humidity,688653858,242,242,242,66,False
25733,1730492,0.014870337453163608,0.9286353245204254,True,171,10061,33,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.03488718815227115,351,transition_low_humidity-0021,transition_low_humidity,231371919,172,172,172,58,False
20675,1369315,0.015098790271047933,0.7511755877938969,False,136,9995,27,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.03441720860430215,344,transition_low_humidity-0022,transition_low_humidity,1319935422,137,137,137,66,False
25622,2132366,0.012015760896581544,0.921927567781516,True,210,10106,34,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.033940233524638826,343,transition_low_humidity-0023,transition_low_humidity,1967120457,211,211,211,55,False
26303,2605568,0.010094919802515229,0.9389860483395559,True,193,10178,34,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.030949105914718018,315,transition_low_humidity-0024,transition_low_humidity,2094130101,256,256,256,174,False
25963,4106256,0.006322791370046096,0.929456906729634,True,276,10164,26,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.024990161353797717,254,transition_low_humidity-0025,transition_low_humidity,494380780,404,404,404,359,False
25115,2551275,0.009844097559063606,0.9128435782108946,True,254,10005,30,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.03118440779610195,312,transition_low_humidity-0026,transition_low_humidity,507784189,255,255,255,74,False
25933,1870230,0.013866208968950343,0.9373446046742914,True,185,10055,40,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.03550472401790154,357,transition_low_humidity-0027,transition_low_humidity,80342852,186,186,186,68,False
25854,1709097,0.015127286514457635,0.9290022743004054,True,168,10113,43,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.04093740729753782,414,transition_low_humidity-0028,transition_low_humidity,303358152,169,169,169,48,False
25920,5082000,0.005100354191263282,0.9259149940968123,True,253,10164,26,0.5,0.01,120,0.25,0.7,True,True,0.35,24.0,120,E,True,0.6,0.01859504132231405,189,transition_low_humidity-0029,transition_low_humidity,1191536604,500,500,500,381,True
