auc,auc_normalization_denominator,auc_normalized,baf,critical,fire_duration,initial_tree_cells,max_spread_rate,param_conifer_ratio,param_f,param_flamm_conif,param_flamm_decid,param_height,param_humidity,param_init_tree_density,param_lightning_enabled,param_rain_enabled,param_rain_intensity,param_temperature_c,param_width,param_wind_dir,param_wind_enabled,param_wind_strength,peak_fire_fraction,peak_fire_size,run_id,scenario,seed,steps_total,steps_total_or_fire_horizon,time_to_extinguish,time_to_peak,truncated_by_max_steps
30233,880092,0.03435209046326975,0.9962435745353895,True,86,10116,51,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07680901542111507,777,baseline-0015,baseline,1688060240,87,87,87,63,False
29856,1827438,0.016337626775846843,0.9965952333266573,True,109,9986,45,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.052173042259162826,521,baseline-0016,baseline,1102145672,183,183,183,142,False
30245,890472,0.03396513309795254,0.9963435122047634,True,87,10119,37,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07708271568336793,780,baseline-0017,baseline,275121930,88,88,88,59,False
30290,871868,0.034741497566145335,0.995955809824423,True,85,10138,57,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07447228250147958,755,baseline-0018,baseline,1803345590,86,86,86,51,False
30173,897743,0.033609841569357826,0.997125012392188,True,88,10087,35,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.0634480023793001,640,baseline-0019,baseline,967196436,89,89,89,56,False
30110,927636,0.0324588523946893,0.995437865714569,True,91,10083,49,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.0788455816721214,795,baseline-0020,baseline,1074497555,92,92,92,61,False
30377,893816,0.033985742031917086,0.996947917692232,True,87,10157,42,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07305306685044796,742,baseline-0021,baseline,796282693,88,88,88,62,False
29936,961920,0.03112109115103127,0.9959081836327345,True,95,10020,79,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07315369261477046,733,baseline-0022,baseline,392022359,96,96,96,62,False
29945,912002,0.032834357819390744,0.9960087806824985,True,90,10022,45,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.08062263021353024,808,baseline-0023,baseline,1990212658,91,91,91,61,False
30152,900324,0.03349016576254771,0.993574535389482,True,88,10116,44,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07809410834321866,790,baseline-0024,baseline,1678403330,89,89,89,62,False
29930,951900,0.031442378401092555,0.9957085828343314,True,94,10020,40,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07854291417165668,787,baseline-0025,baseline,1382689815,95,95,95,55,False
29961,2698339,0.011103497373754743,0.9956135978466754,True,104,10031,54,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.0552287907486791,554,baseline-0026,baseline,864178266,269,269,269,205,False
29843,950570,0.03139484730214503,0.994203477913252,True,94,10006,41,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07085748550869478,709,baseline-0027,baseline,1766867109,95,95,95,60,False
30152,918554,0.032825506176011425,0.9957400435902516,True,90,10094,60,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.0825242718446602,833,baseline-0028,baseline,1171300112,91,91,91,59,False
30248,910710,0.03321364649559135,0.9964423361992292,True,89,10119,52,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07737918766676549,783,baseline-0029,baseline,952224740,90,90,90,63,False
30290,872470,0.03471752610404942,0.9952686052242484,True,85,10145,41,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07343518974864466,745,baseline-0030,baseline,967354524,86,86,86,57,False
29975,1003800,0.029861526200438335,0.9954174138274556,True,99,10038,39,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.06515242080095636,654,baseline-0031,baseline,487991438,100,100,100,60,False
29862,3132191,0.009533901348927955,0.9947037074048166,True,136,10007,35,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.03867292894973519,387,baseline-0032,baseline,197860368,313,313,313,262,False
30323,893112,0.033952068721504136,0.9959601931224751,True,87,10149,51,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.0796137550497586,808,baseline-0033,baseline,1190961760,88,88,88,55,False
30140,928188,0.03247186992290355,0.9958370502527505,True,91,10089,44,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.08107840222023986,818,baseline-0034,baseline,1906728918,92,92,92,61,False
30308,882789,0.03433209974297369,0.9956637429782201,True,86,10147,61,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.06809894550113334,691,baseline-0035,baseline,137046513,87,87,87,60,False
30368,905041,0.03355428096627667,0.9954764480283214,True,88,10169,46,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.08476743042580391,862,baseline-0036,baseline,1843166518,89,89,89,62,False
30053,923772,0.03253291937837475,0.997709391494871,True,91,10041,38,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07867742256747336,790,baseline-0037,baseline,1777324407,92,92,92,61,False
30107,916552,0.0328481089998167,0.9964257347100873,True,90,10072,56,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07406671961874503,746,baseline-0038,baseline,594336917,91,91,91,63,False
30422,935180,0.032530635813426294,0.9976389572060994,True,91,10165,48,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.0779144121987211,792,baseline-0039,baseline,1356488967,92,92,92,62,False
29987,942914,0.03180247615371073,0.9965108164689462,True,93,10031,50,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07985245738211544,801,baseline-0040,baseline,354826746,94,94,94,62,False
30251,920192,0.0328746609403255,0.9972310126582279,True,90,10112,64,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.0746637658227848,755,baseline-0041,baseline,1627981024,91,91,91,59,False
29933,942256,0.03176737532050738,0.9954110135674381,True,93,10024,42,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.0762170790103751,764,baseline-0042,baseline,1504361614,94,94,94,61,False
30131,898277,0.03354310530048081,0.9951451501040325,True,88,10093,52,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07173288417715248,724,baseline-0043,baseline,761338718,89,89,89,61,False
29585,971278,0.030459868338415984,0.9950559983856321,True,97,9911,55,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07678337201089698,761,baseline-0044,baseline,145857092,98,98,98,61,False
30065,945264,0.031805929348838,0.9966189339697693,True,93,10056,44,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07647175815433573,769,baseline-0045,baseline,2084558133,94,94,94,60,False
30404,935824,0.03248901502846689,0.9963625639009045,True,91,10172,43,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.0756979944946913,770,baseline-0046,baseline,957106589,92,92,92,60,False
30216,1680086,0.017984793635563892,0.9951585811678688,True,123,10121,28,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.0425847248295623,431,baseline-0047,baseline,1917963002,166,166,166,113,False
29739,1741250,0.01707910983488873,0.9962814070351759,True,105,9950,51,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.06743718592964824,671,baseline-0048,baseline,1455819991,175,175,175,132,False
29979,2690452,0.011142737354169485,0.9954178703058073,True,104,10039,32,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.05448749875485606,547,baseline-0049,baseline,1671565830,268,268,268,222,False
30198,1494948,0.020200033713547227,0.9965349965349966,True,95,10101,43,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.06771606771606771,684,baseline-0050,baseline,1631871623,148,148,148,115,False
29820,1366575,0.021820975797157128,0.9964912280701754,True,134,9975,36,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.04551378446115288,454,baseline-0051,baseline,417983441,137,137,137,90,False
30401,893904,0.034009244840609285,0.997637330183107,True,87,10158,60,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.06723764520574917,683,baseline-0052,baseline,781482251,88,88,88,46,False
30165,2060196,0.014641810779168584,0.9956431329834637,True,142,10099,46,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.04287553223091395,433,baseline-0053,baseline,1002275723,204,204,204,151,False
30191,858500,0.03516715200931858,0.9964356435643564,True,84,10100,42,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.06702970297029703,677,baseline-0054,baseline,1068999196,85,85,85,60,False
30095,915005,0.032890530652837965,0.9977125808055693,True,90,10055,41,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07518647439085033,756,baseline-0055,baseline,94067870,91,91,91,57,False
29762,867912,0.03429149499027551,0.9944867682437851,True,86,9976,45,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.08079390537289495,806,baseline-0056,baseline,1173749071,87,87,87,61,False
30335,882093,0.03438979790112834,0.9973370154847618,True,86,10139,51,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.08255251997238386,837,baseline-0057,baseline,331334160,87,87,87,60,False
30450,2636620,0.011548876971273828,0.9970530451866405,True,111,10180,51,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.06925343811394892,705,baseline-0058,baseline,1596387604,259,259,259,206,False
30506,959270,0.031801265545675354,0.9964723174914257,True,93,10205,48,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07506124448799609,766,baseline-0059,baseline,1466836456,94,94,94,60,False
30374,914310,0.03322068007568549,0.9966532138990059,True,89,10159,57,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07421990353381239,754,baseline-0060,baseline,1981113449,90,90,90,55,False
29861,902070,0.033102752558005474,0.9931158335827597,True,89,10023,69,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07652399481193256,767,baseline-0061,baseline,1599364550,90,90,90,52,False
30140,897654,0.03357641140127488,0.9961332540154669,True,88,10086,46,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.06117390442197105,617,baseline-0062,baseline,787359109,89,89,89,52,False
30293,892584,0.03393854247891515,0.9955634427684117,True,87,10143,56,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.08173124322192646,829,baseline-0063,baseline,2077711328,88,88,88,60,False
30078,2566830,0.011717955610616986,0.9960262269024439,True,140,10066,41,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.03894297635605007,392,baseline-0064,baseline,882294416,255,255,255,170,False
30257,900591,0.03359682697251028,0.9967388081826267,True,88,10119,57,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.0775768356556972,785,baseline-0065,baseline,699704628,89,89,89,61,False
29930,902160,0.03317593331559812,0.9953112529928172,True,89,10024,48,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07292498004788507,731,baseline-0066,baseline,1944623248,90,90,90,61,False
30182,878178,0.03436888648998267,0.9967307311274024,True,86,10094,50,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07598573409946503,767,baseline-0067,baseline,795556160,87,87,87,61,False
30123,1701999,0.017698600292949642,0.9970211498361632,True,97,10071,48,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.06513752358256379,656,baseline-0068,baseline,163945743,169,169,169,126,False
30062,896497,0.033532739094497804,0.9948376849002283,True,88,10073,74,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.0782289288196168,788,baseline-0069,baseline,1008363426,89,89,89,62,False
30236,941253,0.032123137987342405,0.9958502124296018,True,92,10121,53,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07805552810987057,790,baseline-0070,baseline,1708709735,93,93,93,51,False
30258,1537328,0.019682201846320368,0.9972315602135654,True,142,10114,32,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.04389954518489223,444,baseline-0071,baseline,406886644,152,152,152,100,False
30122,897387,0.03356634317189797,0.995834573043737,True,88,10083,47,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.08043241098879302,811,baseline-0072,baseline,994157306,89,89,89,60,False
30455,884964,0.03441382926311127,0.9980338183248132,True,86,10172,59,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07963035784506488,810,baseline-0073,baseline,279004307,87,87,87,59,False
30239,909900,0.03323332234311463,0.9970326409495549,True,89,10110,44,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07744807121661722,783,baseline-0074,baseline,1474200731,90,90,90,61,False
30056,885016,0.03396096793730283,0.9962215372377449,True,87,10057,62,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07507208909217461,755,baseline-0075,baseline,1021568549,88,88,88,55,False
30261,2458188,0.012310287089514716,0.997133254250692,True,135,10116,23,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.039343614076710165,398,baseline-0076,baseline,709091226,243,243,243,183,False
29951,952945,0.03142993562062868,0.995314524972585,True,94,10031,38,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07726049247333266,775,baseline-0077,baseline,487284116,95,95,95,63,False
30284,901570,0.03359029248976785,0.9965449160908193,True,88,10130,53,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.06752221125370188,684,baseline-0078,baseline,1212254290,89,89,89,59,False
30090,1640595,0.018340906805153007,0.9965226030799801,True,127,10065,35,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.0446100347739692,449,baseline-0079,baseline,1438414599,163,163,163,126,False
30449,1006434,0.03025434355357629,0.9984261263033641,True,98,10166,51,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.06364351760771197,647,baseline-0080,baseline,2019291964,99,99,99,62,False
30524,929019,0.03285616332927529,0.9966696052502694,True,90,10209,54,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07199529826623567,735,baseline-0081,baseline,938776596,91,91,91,62,False
29880,3804940,0.007852949060957598,0.994706881054629,True,139,10013,42,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.052331968441026666,524,baseline-0082,baseline,345075200,380,380,380,337,False
30275,941625,0.03215186512677552,0.9967407407407407,True,92,10125,54,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.08227160493827161,833,baseline-0083,baseline,1788162809,93,93,93,60,False
30081,1985169,0.015152866078404407,0.9950382058152227,True,132,10077,46,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.04157983526843306,419,baseline-0084,baseline,1352408538,197,197,197,113,False
29871,4403520,0.006783436886854153,0.9949040767386091,True,151,10008,36,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.04216626698641087,422,baseline-0085,baseline,1503807854,440,440,440,353,False
30344,933984,0.03248877925103642,0.9963553979511426,True,91,10152,50,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.06067769897557131,616,baseline-0086,baseline,208792607,92,92,92,58,False
30131,917280,0.03284820338391767,0.9964285714285714,True,90,10080,44,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07609126984126983,767,baseline-0087,baseline,670802254,91,91,91,58,False
29912,910637,0.03284733653475534,0.9964025182372339,True,90,10007,42,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07844508843809334,785,baseline-0088,baseline,1648932249,91,91,91,62,False
30083,915642,0.03285454358799618,0.9966209501093222,True,90,10062,48,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07483601669648181,753,baseline-0089,baseline,1787264313,91,91,91,64,False
29693,855012,0.03472816755788223,0.9955743311204989,True,85,9942,48,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.0819754576543955,815,baseline-0090,baseline,934620676,86,86,86,62,False
30041,915369,0.032818459003964524,0.9955263942737846,True,90,10059,52,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.0763495377274083,768,baseline-0091,baseline,1728218297,91,91,91,61,False
30020,894005,0.03357923054121621,0.9962170233947237,True,88,10045,60,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07994026879044301,803,baseline-0092,baseline,1807519524,89,89,89,62,False
30362,944415,0.032149002292424414,0.9966518956179222,True,92,10155,60,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07346134908911867,746,baseline-0093,baseline,832103482,93,93,93,59,False
30008,903150,0.033225931462104855,0.9968111609367215,True,89,10035,55,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.06268061783756851,629,baseline-0094,baseline,1928628490,90,90,90,30,False
29876,911001,0.032794695066196415,0.9948057137149136,True,90,10011,57,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07381879932074718,739,baseline-0095,baseline,619179887,91,91,91,64,False
29930,841428,0.03557048256059936,0.9960067884596187,True,83,10017,46,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.07457322551662174,747,baseline-0096,baseline,514446424,84,84,84,57,False
29976,1464964,0.020461936266010634,0.9958142316125175,True,112,10034,36,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.055112617101853695,553,baseline-0097,baseline,1465647933,146,146,146,93,False
29810,908180,0.03282388953731639,0.995691382765531,True,90,9980,40,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.060521042084168336,604,baseline-0098,baseline,1367435607,91,91,91,38,False
29759,946485,0.0314415970670428,0.9956840309143832,True,94,9963,49,0.5,0.01,,,120,0.4,0.7,True,False,0.0,20.0,120,E,False,0.5,0.0716651610960554,714,baseline-0099,baseline,300116172,95,95,95,58,False
29532,2087492,0.014147120084771583,0.9855826992390869,True,184,9988,32,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.031938325991189426,319,dry_windy-0000,dry_windy,1788288545,209,209,209,120,False
30008,1324934,0.022648675330242864,0.989025113703777,True,130,10114,38,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.059521455408344866,602,dry_windy-0001,dry_windy,429299595,131,131,131,60,False
29844,4461756,0.006688846274874736,0.9899492486814608,True,132,10049,35,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.0406010548313265,408,dry_windy-0002,dry_windy,1728507682,444,444,444,368,False
29900,1200234,0.0249118088639382,0.9882014673805275,True,118,10086,58,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.0725758477096966,732,dry_windy-0003,dry_windy,15810353,119,119,119,57,False
29610,3540590,0.008363012944170321,0.9840478564307079,True,156,10030,43,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.04745762711864407,476,dry_windy-0004,dry_windy,1711206423,353,353,353,243,False
29370,2804099,0.010473952595824898,0.9810602264755988,True,159,9979,33,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.04238901693556468,423,dry_windy-0005,dry_windy,1689907231,281,281,281,163,False
30158,1411128,0.02137155523807904,0.9902482269503546,True,138,10152,44,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.06048069345941686,614,dry_windy-0006,dry_windy,1675819612,139,139,139,60,False
29720,1343886,0.022114971061533494,0.9878352776946854,True,133,10029,43,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.06331638249077674,635,dry_windy-0007,dry_windy,1427756341,134,134,134,59,False
30107,1249434,0.024096510900135582,0.9879897617641268,True,122,10158,41,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.05818074424099232,591,dry_windy-0008,dry_windy,1012682731,123,123,123,59,False
29882,1440153,0.020749184288058282,0.9890775493992652,True,142,10071,49,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.05659815311289842,570,dry_windy-0009,dry_windy,1514331118,143,143,143,44,False
29708,1391807,0.02134491348297573,0.9890142814341356,True,138,10013,62,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.06861080595226206,687,dry_windy-0010,dry_windy,595114158,139,139,139,59,False
29916,1844274,0.016221017050611786,0.9894820400873189,True,120,10078,49,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.04951379241913078,499,dry_windy-0011,dry_windy,1676602826,183,183,183,110,False
30017,1277892,0.023489465463435093,0.9865904160915007,True,125,10142,61,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.07168211398146322,727,dry_windy-0012,dry_windy,1193242761,126,126,126,48,False
29960,1343034,0.022307700326276176,0.9890077243018419,True,132,10098,56,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.0712022182610418,719,dry_windy-0013,dry_windy,985514123,133,133,133,59,False
30359,1254969,0.024191035794509666,0.9918651377045967,True,122,10203,48,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.06439282563951779,657,dry_windy-0014,dry_windy,1085781155,123,123,123,59,False
30128,1483214,0.020312645376864027,0.9885815533024904,True,145,10159,41,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.05876562653804508,597,dry_windy-0015,dry_windy,1221362417,146,146,146,60,False
30183,2243150,0.013455631589505829,0.9912315270935961,True,129,10150,32,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.04059113300492611,412,dry_windy-0016,dry_windy,80020205,221,221,221,182,False
29778,2686287,0.011085189333827695,0.986581850710665,True,159,10061,26,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.035284762946029224,355,dry_windy-0017,dry_windy,300211767,267,267,267,208,False
29846,1409240,0.021178791405296472,0.9883767136896483,True,139,10066,37,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.06497119014504271,654,dry_windy-0018,dry_windy,527166790,140,140,140,61,False
30239,1301120,0.023240746433841615,0.9916379734382685,True,127,10165,40,0.5,0.01,,,120,0.2,0.7,True,False,0.0,20.0,120,E,True,0.7,0.050664043285784555,515,dry_windy-0019,dry_windy,245951459,128,128,128,36,False
