auc,auc_normalization_denominator,auc_normalized,baf,burned_components,critical,fire_duration,ignition_succeeded,initial_tree_cells,largest_cluster_share,max_spread_rate,no_ignition,param_conifer_ratio,param_f,param_flamm_conif,param_flamm_decid,param_height,param_humidity,param_init_tree_density,param_lightning_enabled,param_rain_enabled,param_rain_intensity,param_temperature_c,param_width,param_wind_dir,param_wind_enabled,param_wind_strength,peak_fire_fraction,peak_fire_size,run_id,scenario,seed,shape_complexity,steps_total,steps_total_or_fire_horizon,time_to_extinguish,time_to_peak,truncated_by_max_steps
34,191824,0.00017724580865793643,0.0012876386687797148,1,False,18,True,10096,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0003961965134706815,4,wet_cool-0014,wet_cool,1582522787,2.1538461538461537,19,19,19,8,False
2,30486,6.5603883749918e-05,9.8405825624877e-05,1,False,2,True,10162,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.8405825624877e-05,1,wet_cool-0015,wet_cool,584634301,4.0,3,3,3,1,False
150,152340,0.0009846396218983853,0.005513981882630957,1,False,14,True,10156,1.0,4,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0018708152816069318,19,wet_cool-0016,wet_cool,170195625,1.3214285714285714,15,15,15,5,False
1,20076,4.981071926678621e-05,9.962143853357243e-05,1,False,1,True,10038,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.962143853357243e-05,1,wet_cool-0017,wet_cool,206998014,4.0,2,2,2,1,False
8,50350,0.00015888778550148956,0.00029791459781529296,1,False,4,True,10070,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.00029791459781529296,3,wet_cool-0018,wet_cool,959976127,2.6666666666666665,5,5,5,2,False
105,172176,0.0006098410928352384,0.0039494470774091624,1,False,16,True,10128,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0010860979462875198,11,wet_cool-0019,wet_cool,1938323886,1.2,17,17,17,12,False
48,131742,0.00036434849933961833,0.0017761989342806395,1,False,12,True,10134,1.0,4,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0007894217485691731,8,wet_cool-0020,wet_cool,273969198,1.5555555555555556,13,13,13,8,False
5,61032,8.192423646611613e-05,0.00019661816751867872,1,False,5,True,10172,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.830908375933936e-05,1,wet_cool-0021,wet_cool,978772129,3.0,6,6,6,1,False
2,30096,6.645401382243488e-05,9.968102073365231e-05,1,False,2,True,10032,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.968102073365231e-05,1,wet_cool-0022,wet_cool,1511897336,4.0,3,3,3,1,False
36,90504,0.0003977724741447892,0.0014916467780429594,1,False,8,True,10056,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0007955449482895784,8,wet_cool-0023,wet_cool,434572016,1.6,9,9,9,6,False
10,60474,0.00016536032013757978,0.0003968647683301915,1,False,5,True,10079,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0002976485762476436,3,wet_cool-0024,wet_cool,1549659415,3.0,6,6,6,2,False
158,323104,0.0004890066356343469,0.005744280479350302,1,False,31,True,10097,1.0,6,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0013865504605328316,14,wet_cool-0025,wet_cool,657036846,1.4137931034482758,32,32,32,16,False
8,50570,0.00015819655922483686,0.00039549139806209217,1,False,4,True,10114,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.00029661854854656913,3,wet_cool-0026,wet_cool,1736585729,2.5,5,5,5,2,False
6,50800,0.00011811023622047244,0.0002952755905511811,1,False,4,True,10160,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0001968503937007874,2,wet_cool-0027,wet_cool,1243864551,4.0,5,5,5,1,False
1,20194,4.951965930474398e-05,9.903931860948797e-05,1,False,1,True,10097,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.903931860948797e-05,1,wet_cool-0028,wet_cool,1174474423,4.0,2,2,2,1,False
48,171768,0.0002794466955428252,0.0017814726840855108,1,False,16,True,10104,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0005938242280285036,6,wet_cool-0029,wet_cool,379616660,1.6666666666666667,17,17,17,12,False
8,61290,0.0001305270027736988,0.0002936857562408223,1,False,5,True,10215,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0001957905041605482,2,wet_cool-0030,wet_cool,994727115,3.3333333333333335,6,6,6,1,False
7,60510,0.00011568335812262437,0.0002974714923153198,1,False,5,True,10085,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.00019831432821021318,2,wet_cool-0031,wet_cool,1839565166,2.6666666666666665,6,6,6,2,False
124,303960,0.00040794841426503486,0.0046387682589814445,1,False,29,True,10132,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0010856691669956574,11,wet_cool-0032,wet_cool,41927453,1.6170212765957446,30,30,30,24,False
78,181746,0.00042917038064111453,0.003070218876894127,1,False,17,True,10097,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0007923145488759037,8,wet_cool-0033,wet_cool,1628908286,2.3225806451612905,18,18,18,12,False
23,80832,0.0002845407759303246,0.0008907363420427554,1,False,7,True,10104,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0004948535233570863,5,wet_cool-0034,wet_cool,1058199178,2.4444444444444446,8,8,8,2,False
73,191653,0.00038089672480994295,0.002775850104094379,1,False,18,True,10087,1.0,4,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0007931000297412512,8,wet_cool-0035,wet_cool,1545034932,2.2857142857142856,19,19,19,8,False
43,171615,0.0002505608484106867,0.0014858841010401188,1,False,16,True,10095,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0004952947003467063,5,wet_cool-0036,wet_cool,1424421635,2.1333333333333333,17,17,17,9,False
61,182376,0.0003344738342764399,0.002368732727990525,1,False,17,True,10132,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0006908803789972364,7,wet_cool-0037,wet_cool,927912736,1.6666666666666667,18,18,18,11,False
30,111727,0.0002685116399795931,0.0011814512159102097,1,False,10,True,10157,1.0,4,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0005907256079551048,6,wet_cool-0038,wet_cool,662857765,1.5,11,11,11,2,False
20,111452,0.00017944944909019129,0.0007895775759968417,1,False,10,True,10132,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.00029609159099881565,3,wet_cool-0039,wet_cool,1347135476,2.25,11,11,11,6,False
56,148380,0.0003774093543604259,0.0022240194096239383,2,False,14,True,9892,0.7727272727272727,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.000909826122118884,9,wet_cool-0040,wet_cool,301129327,2.090909090909091,15,15,15,5,False
4,30093,0.00013292127737347557,0.00019938191606021333,1,False,2,True,10031,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.00019938191606021333,2,wet_cool-0041,wet_cool,1254340836,4.0,3,3,3,1,False
38,121092,0.0003138109866878076,0.0014864730948369834,1,False,11,True,10091,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0007927856505797245,8,wet_cool-0042,wet_cool,203355303,2.0,12,12,12,8,False
199,351610,0.0005659679758823697,0.007366115867011746,1,False,34,True,10046,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0008958789567987259,9,wet_cool-0043,wet_cool,1395534949,1.7567567567567568,35,35,35,6,False
100,172618,0.0005793138606634302,0.0036438841835729763,1,False,16,True,10154,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0009848335631278313,10,wet_cool-0044,wet_cool,1350220221,1.4594594594594594,17,17,17,8,False
12,101700,0.00011799410029498526,0.0004916420845624386,1,False,9,True,10170,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.00019665683382497542,2,wet_cool-0045,wet_cool,181342798,2.8,10,10,10,1,False
47,91296,0.0005148089730108657,0.001774447949526814,1,False,8,True,10144,1.0,4,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0009858044164037854,10,wet_cool-0046,wet_cool,1626692868,1.3333333333333333,9,9,9,5,False
1,20174,4.95687518588282e-05,9.91375037176564e-05,1,False,1,True,10087,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.91375037176564e-05,1,wet_cool-0047,wet_cool,892939596,4.0,2,2,2,1,False
71,141540,0.0005016249823371485,0.0026706231454005935,1,False,13,True,10110,1.0,5,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0008902077151335311,9,wet_cool-0048,wet_cool,1689825800,1.7037037037037037,14,14,14,6,False
86,120612,0.0007130302125824959,0.003382747985275097,1,False,11,True,10051,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0013928962292309222,14,wet_cool-0049,wet_cool,89365757,1.3529411764705883,12,12,12,8,False
28,70511,0.0003971011615208974,0.001092028194182468,1,False,6,True,10073,1.0,4,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0007942023230417948,8,wet_cool-0050,wet_cool,385379895,1.4545454545454546,7,7,7,3,False
2,30195,6.62361318099023e-05,9.935419771485345e-05,1,False,2,True,10065,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.935419771485345e-05,1,wet_cool-0051,wet_cool,1060837206,4.0,3,3,3,1,False
13,70623,0.00018407600923211985,0.000495589255624938,1,False,6,True,10089,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0002973535533749628,3,wet_cool-0052,wet_cool,404210478,2.4,7,7,7,2,False
377,393432,0.000958234205656886,0.01387787470261697,1,False,38,True,10088,1.0,8,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0018834258524980175,19,wet_cool-0053,wet_cool,708371559,1.6571428571428573,39,39,39,17,False
21,60456,0.00034736006351726876,0.0007939658594680428,1,False,5,True,10076,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0006947201270345375,7,wet_cool-0054,wet_cool,1418625643,1.5,6,6,6,3,False
4,40348,9.91375037176564e-05,0.0001982750074353128,1,False,3,True,10087,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0001982750074353128,2,wet_cool-0055,wet_cool,310363331,4.0,4,4,4,2,False
36,140770,0.00025573630745187186,0.00139234211834908,1,False,13,True,10055,1.0,4,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0004972650422675286,5,wet_cool-0056,wet_cool,1455355983,1.8571428571428572,14,14,14,2,False
98,220594,0.00044425505680118226,0.0037897676274060038,1,False,21,True,10027,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0007978458162960008,8,wet_cool-0057,wet_cool,222056181,2.0526315789473686,22,22,22,7,False
73,120984,0.0006033855716458374,0.0026780400714144018,1,False,11,True,10082,1.0,4,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0011902400317397343,12,wet_cool-0058,wet_cool,376207307,2.0,12,12,12,6,False
32,153210,0.0002088636511977025,0.0011748580379870766,1,False,14,True,10214,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.00039161934599569217,4,wet_cool-0059,wet_cool,1261957108,1.8333333333333333,15,15,15,7,False
2,30414,6.575918984678108e-05,9.863878477017163e-05,1,False,2,True,10138,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.863878477017163e-05,1,wet_cool-0060,wet_cool,1703992270,4.0,3,3,3,1,False
2,30306,6.599353263380188e-05,9.899029895070283e-05,1,False,2,True,10102,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.899029895070283e-05,1,wet_cool-0061,wet_cool,366345609,4.0,3,3,3,1,False
2,30504,6.556517178075007e-05,9.83477576711251e-05,1,False,2,True,10168,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.83477576711251e-05,1,wet_cool-0062,wet_cool,644229612,4.0,3,3,3,1,False
87,160768,0.0005411524681528662,0.003284235668789809,1,False,15,True,10048,1.0,6,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0011942675159235668,12,wet_cool-0063,wet_cool,1986680325,1.9393939393939394,16,16,16,7,False
33,100540,0.00032822757111597374,0.0013924806047344342,1,False,9,True,10054,1.0,5,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0009946290033817386,10,wet_cool-0064,wet_cool,2125329542,1.7142857142857142,10,10,10,3,False
145,222596,0.0006514043379036461,0.005238189365487251,1,False,21,True,10118,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0011860051393556038,12,wet_cool-0065,wet_cool,1247819294,1.6226415094339623,22,22,22,13,False
38,120708,0.00031480929184478243,0.0014912019087384432,1,False,11,True,10059,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0004970673029128144,5,wet_cool-0066,wet_cool,960007120,2.1333333333333333,12,12,12,3,False
34,79928,0.0004253828445601041,0.0013011710539485538,1,False,7,True,9991,1.0,4,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0007006305675107597,7,wet_cool-0067,wet_cool,744897232,2.4615384615384617,8,8,8,2,False
54,171139,0.00031553298780523435,0.0020860236416012715,1,False,16,True,10067,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0005960067547432204,6,wet_cool-0068,wet_cool,1315230481,1.619047619047619,17,17,17,13,False
22,80344,0.0002738225629791895,0.000796574728666733,1,False,7,True,10043,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0003982873643333665,4,wet_cool-0069,wet_cool,1268981354,3.0,8,8,8,5,False
72,171207,0.0004205435525416601,0.002680965147453083,1,False,16,True,10071,1.0,4,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.000992950054612253,10,wet_cool-0070,wet_cool,632977320,2.1481481481481484,17,17,17,10,False
1,20048,4.988028731045491e-05,9.976057462090982e-05,1,False,1,True,10024,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.976057462090982e-05,1,wet_cool-0071,wet_cool,48970939,4.0,2,2,2,1,False
1,20188,4.953437685753913e-05,9.906875371507826e-05,1,False,1,True,10094,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.906875371507826e-05,1,wet_cool-0072,wet_cool,325340136,4.0,2,2,2,1,False
7,40348,0.00017349063150589867,0.00029741251115296917,1,False,3,True,10087,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.00029741251115296917,3,wet_cool-0073,wet_cool,2058490235,2.6666666666666665,4,4,4,2,False
133,251625,0.0005285643318430203,0.005067064083457526,1,False,24,True,10065,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0009935419771485345,10,wet_cool-0074,wet_cool,897980837,1.3333333333333333,25,25,25,11,False
15,90567,0.00016562324025307232,0.0005962436649110603,1,False,8,True,10063,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.00029812183245553017,3,wet_cool-0075,wet_cool,1035738743,2.0,9,9,9,6,False
172,302340,0.0005688959449626249,0.006449692399285572,1,False,29,True,10078,1.0,4,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0012899384798571146,13,wet_cool-0076,wet_cool,1003105830,1.9076923076923078,30,30,30,9,False
23,89703,0.0002564016811031961,0.0009029798334503862,1,False,8,True,9967,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0006019865556335909,6,wet_cool-0077,wet_cool,1680911100,2.0,9,9,9,3,False
2,30312,6.598046978094485e-05,9.897070467141726e-05,1,False,2,True,10104,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.897070467141726e-05,1,wet_cool-0078,wet_cool,139493163,4.0,3,3,3,1,False
10,80656,0.00012398333663955565,0.00039674667724657806,1,False,7,True,10082,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.00019837333862328903,2,wet_cool-0079,wet_cool,177661321,2.5,8,8,8,1,False
7,50415,0.00013884756520876723,0.0002975304968759298,1,False,4,True,10083,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0002975304968759298,3,wet_cool-0080,wet_cool,592377449,2.6666666666666665,5,5,5,2,False
84,250075,0.00033589923023093075,0.003099070278916325,1,False,24,True,10003,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0005998200539838049,6,wet_cool-0081,wet_cool,1045090807,2.0,25,25,25,12,False
2,30072,6.650704974727321e-05,9.976057462090982e-05,1,False,2,True,10024,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.976057462090982e-05,1,wet_cool-0082,wet_cool,1441227900,4.0,3,3,3,1,False
57,152085,0.0003747904132557451,0.0020712101785185914,1,False,14,True,10139,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0007890324489594634,8,wet_cool-0083,wet_cool,1053785245,2.0,15,15,15,7,False
197,220660,0.0008927762168041331,0.007477567298105683,1,False,21,True,10030,1.0,7,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.002093718843469591,21,wet_cool-0084,wet_cool,947401231,1.44,22,22,22,5,False
84,120972,0.0006943755579803591,0.0032734847733359787,1,False,11,True,10081,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0011903580993949012,12,wet_cool-0085,wet_cool,2013966975,1.9393939393939394,12,12,12,5,False
10,50580,0.00019770660340055358,0.00039541320680110717,1,False,4,True,10116,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.00039541320680110717,4,wet_cool-0086,wet_cool,345785549,3.0,5,5,5,2,False
2,30339,6.592175088170342e-05,9.888262632255513e-05,1,False,2,True,10113,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.888262632255513e-05,1,wet_cool-0087,wet_cool,1227776642,4.0,3,3,3,1,False
235,392067,0.0005993873496111634,0.008753605888789416,2,False,38,True,10053,0.8977272727272727,4,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.001193673530289466,12,wet_cool-0088,wet_cool,1164461559,1.6590909090909092,39,39,39,6,False
11,70987,0.00015495795004719174,0.0003944384183019426,1,False,6,True,10141,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.00029582881372645697,3,wet_cool-0089,wet_cool,1016810745,2.5,7,7,7,1,False
114,231587,0.0004922556102026452,0.004369848048465587,1,False,22,True,10069,1.0,5,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.000993147283742179,10,wet_cool-0090,wet_cool,1734302300,1.5909090909090908,23,23,23,17,False
46,120624,0.0003813503117124287,0.0017906884202148826,1,False,11,True,10052,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0006963788300835655,7,wet_cool-0091,wet_cool,573325870,2.2222222222222223,12,12,12,4,False
22,131378,0.0001674557384036901,0.0008905600633287156,1,False,12,True,10106,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.00029685335444290523,3,wet_cool-0092,wet_cool,2048211625,2.6666666666666665,13,13,13,2,False
376,542592,0.0006929700401037981,0.014032643312101911,1,False,53,True,10048,1.0,5,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.001890923566878981,19,wet_cool-0093,wet_cool,712038999,1.50354609929078,54,54,54,31,False
5,40300,0.00012406947890818859,0.0002977667493796526,1,False,3,True,10075,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.00019851116625310174,2,wet_cool-0094,wet_cool,1170388210,2.6666666666666665,4,4,4,1,False
2,30543,6.548145237861375e-05,9.822217856792063e-05,1,False,2,True,10181,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.822217856792063e-05,1,wet_cool-0095,wet_cool,1118135469,4.0,3,3,3,1,False
36,101250,0.00035555555555555557,0.001382716049382716,1,False,9,True,10125,1.0,3,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0005925925925925926,6,wet_cool-0096,wet_cool,1824884134,2.0,10,10,10,5,False
1,20138,4.9657364187108946e-05,9.931472837421789e-05,1,False,1,True,10069,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.931472837421789e-05,1,wet_cool-0097,wet_cool,942555183,4.0,2,2,2,1,False
28,90963,0.0003078174642437035,0.0010883546057188088,1,False,8,True,10107,1.0,2,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,0.0005936479667557139,6,wet_cool-0098,wet_cool,611085711,2.909090909090909,9,9,9,5,False
2,30723,6.509780945871172e-05,9.764671418806757e-05,1,False,2,True,10241,1.0,1,False,0.5,0.01,,,120,0.6,0.7,True,True,0.5,18.0,120,E,False,0.4,9.764671418806757e-05,1,wet_cool-0099,wet_cool,46411587,4.0,3,3,3,1,False
30398,750212,0.04051921323572537,0.9995068060761492,1,True,73,True,10138,1.0,55,False,0.8,0.01,1.1,0.75,120,0.25,0.7,True,False,0.0,28.0,120,E,False,0.4,0.07318997829946736,742,high_conifer-0000,high_conifer,780993102,1.205960722392184,74,74,74,52,False
30383,749620,0.04053120247592113,0.9998025666337611,1,True,73,True,10130,1.0,36,False,0.8,0.01,1.1,0.75,120,0.25,0.7,True,False,0.0,28.0,120,E,False,0.4,0.09160908193484699,928,high_conifer-0001,high_conifer,1774448394,1.216429699842022,74,74,74,59,False
30296,737738,0.041066069526037696,0.9993073421729666,1,True,72,True,10106,1.0,46,False,0.8,0.01,1.1,0.75,120,0.25,0.7,True,False,0.0,28.0,120,E,False,0.4,0.08727488620621413,882,high_conifer-0002,high_conifer,21294869,1.2189325675809486,73,73,73,59,False
30272,747474,0.040499067526094557,0.999009999009999,1,True,73,True,10101,1.0,39,False,0.8,0.01,1.1,0.75,120,0.25,0.7,True,False,0.0,28.0,120,E,False,0.4,0.09325809325809326,942,high_conifer-0003,high_conifer,1924490602,1.2270339906847687,74,74,74,59,False
30425,741096,0.04105406047259734,0.9990149724192278,1,True,72,True,10152,1.0,60,False,0.8,0.01,1.1,0.75,120,0.25,0.7,True,False,0.0,28.0,120,E,False,0.4,0.09604018912529551,975,high_conifer-0004,high_conifer,1165712301,1.2023269572076514,73,73,73,58,False
30245,776776,0.03893657888503249,0.9994052339413164,1,True,76,True,10088,1.0,43,False,0.8,0.01,1.1,0.75,120,0.25,0.7,True,False,0.0,28.0,120,E,False,0.4,0.07979777954004758,805,high_conifer-0005,high_conifer,301182624,1.228526086094029,77,77,77,48,False
30395,770412,0.03945291610203372,0.9995067574233008,1,True,75,True,10137,1.0,44,False,0.8,0.01,1.1,0.75,120,0.25,0.7,True,False,0.0,28.0,120,E,False,0.4,0.08661339646838315,878,high_conifer-0006,high_conifer,648925167,1.19502566127122,76,76,76,59,False
30239,726120,0.04164463174130997,0.9995042141794744,1,True,71,True,10085,1.0,43,False,0.8,0.01,1.1,0.75,120,0.25,0.7,True,False,0.0,28.0,120,E,False,0.4,0.09400099157164105,948,high_conifer-0007,high_conifer,1189783557,1.2043650793650793,72,72,72,58,False
30224,776006,0.03894815246273869,0.9997023218892638,1,True,76,True,10078,1.0,48,False,0.8,0.01,1.1,0.75,120,0.25,0.7,True,False,0.0,28.0,120,E,False,0.4,0.08890652907322881,896,high_conifer-0008,high_conifer,677943770,1.2168734491315136,77,77,77,59,False
30287,757350,0.0399907572456592,0.9998019409784116,1,True,74,True,10098,1.0,40,False,0.8,0.01,1.1,0.75,120,0.25,0.7,True,False,0.0,28.0,120,E,False,0.4,0.08813626460685284,890,high_conifer-0009,high_conifer,233164628,1.233161648177496,75,75,75,57,False
30164,834980,0.036125416177633,0.9995029821073559,2,True,82,True,10060,0.9999005469915465,36,False,0.8,0.01,1.1,0.75,120,0.25,0.7,True,False,0.0,28.0,120,E,False,0.4,0.091948310139165,925,high_conifer-0010,high_conifer,1430200236,1.2272501243162606,83,83,83,58,False
30104,732920,0.041074059924684825,0.9995019920318725,1,True,72,True,10040,1.0,47,False,0.8,0.01,1.1,0.75,120,0.25,0.7,True,False,0.0,28.0,120,E,False,0.4,0.06334661354581674,636,high_conifer-0011,high_conifer,1443624606,1.2438465371200798,73,73,73,48,False
30275,757200,0.03998283148441627,0.9996038034865293,1,True,74,True,10096,1.0,52,False,0.8,0.01,1.1,0.75,120,0.25,0.7,True,False,0.0,28.0,120,E,False,0.4,0.07002773375594294,707,high_conifer-0012,high_conifer,255280512,1.22294887039239,75,75,75,47,False
30338,758550,0.03999472678135917,0.9999011271504845,1,True,74,True,10114,1.0,45,False,0.8,0.01,1.1,0.75,120,0.25,0.7,True,False,0.0,28.0,120,E,False,0.4,0.09600553687957288,971,high_conifer-0013,high_conifer,603944951,1.220013843567685,75,75,75,59,False
30200,735037,0.041086367080840826,0.9998013705432516,1,True,72,True,10069,1.0,50,False,0.8,0.01,1.1,0.75,120,0.25,0.7,True,False,0.0,28.0,120,E,False,0.4,0.08541066640182739,860,high_conifer-0014,high_conifer,523713818,1.2355220025826958,73,73,73,57,False
